x,x2,z,endog,y,binary,binary2,binary3,ordinal,count,positive,group,post,entity,wave,time,duration,event,weight,score,a,b,c,text,ydid,item0,item1,item2,item3,item4,positive_count
-0.06877469007348054,-0.4682702749488498,0.8180538148648064,1.5309234897038604,1.4054829726962894,1,0,0,2,1,2.573682466230707,0,0,0,0,0,15.229435965966037,1,0.5701779215633456,7,0.28964950517889776,0.9519114568904793,0.49246813889335184,bad experience,0.9998943505339918,1.2534567058254191,-0.07432308203338223,-1.7438549758116642,-0.10231763438532704,-0.3879791653941479,1
1.2914291500396682,-0.311833010278673,-1.2110957742912012,-1.188670739338332,4.837711373533559,1,1,1,2,2,1.5567559723438344,1,0,0,1,1,15.371347691924639,1,1.253944261530683,9,0.4600364402810564,0.21401308565824723,0.42967121805924624,good experience,-0.00834709343394513,-0.6865335413698712,0.42362882727108125,1.5902395558301028,2.0628165490440966,0.3133887565332153,2
-1.374366782450516,1.5375855497250037,-1.4832811640554868,-1.0257551657930188,-1.0297574796564333,1,0,0,1,0,0.802778123033588,0,1,0,2,2,12.931523530940924,1,0.6615927778581443,7,0.7864574738434008,0.5462460793174795,0.4305262907789987,bad experience,1.0279322724811761,0.8102336975973073,0.7287008865368588,-0.5445773136599215,-0.7747645399435809,0.9790072695674844,8
-1.381554595488663,0.13759204209818904,-0.7371121437905447,-1.314280297246682,-0.9969056870113682,0,0,0,0,0,0.5693098654951083,1,1,0,3,3,18.113718860148612,1,0.8246406973308231,6,0.31234592865107647,0.5864678350117044,0.996667631793554,good experience,1.6045857229987164,-0.0312000456390355,0.7656050504245605,0.45342530499491807,-0.3559825037412742,-1.0767529297552487,1
-0.6313841443581696,-0.06697332655886695,-0.5651508298340715,-0.5304413515515363,0.5496854135195653,1,0,1,1,1,0.6656125940958623,0,0,0,4,4,7.89127686194589,1,0.958598664934026,3,0.19227949651765472,0.6041704177918034,0.6661633629079501,bad experience,2.1893408550957902,1.8673711194657738,-0.9126179021486089,0.016899588551126166,1.0694609877536871,-0.06348444267044773,3
0.7036944102359144,1.7331484283527543,-0.38535880803411765,-1.347239103948523,3.032014688448953,1,0,0,1,4,1.4821589928086518,1,0,0,5,5,1.7274998342203907,1,1.0409939236780232,4,0.3449403016798008,0.9680931646426205,0.8694898283307464,good experience,0.32471494134117485,-2.6664886179697946,-1.2526666266644473,0.503915582281212,0.3703781046069301,-0.13125882262705413,1
0.3914041660796821,-0.3900256850520226,1.5928556640281597,1.5446319784449882,-0.41064011978667003,1,1,1,2,2,3.4321347875049604,0,1,1,0,6,6.81932519491018,1,1.5612475663334555,9,0.15764171038253783,0.3158718434364649,0.8679947732102139,bad experience,-1.5956597136308477,-0.8651410577645263,1.000189124212194,1.2542472947636316,1.498294922339226,1.4068193063036216,1
-1.1418749653277303,-0.54889898005312,1.6559090037311759,0.6536289350167908,-1.9947594343255042,0,1,0,0,2,1.0716988264292053,1,1,1,1,7,31.167922032488192,1,1.8086316162428226,10,0.11217450370871296,0.6304665408737922,0.5507517308663957,good experience,2.5603180876321048,-1.08427282083067,-1.8068063794428344,-1.4037358343652764,-1.3109789306951367,-1.3748342657427608,3
1.1560635990639119,-0.5676130654380745,-0.11441855579999863,1.2307649401810465,5.162378352983161,1,1,1,2,2,2.0267951706718206,0,0,1,2,8,11.073149207482876,1,1.908151847762945,3,0.5620120639970393,0.24553842303600384,0.7323054650875234,bad experience,0.8199287080559751,-1.0811234608466338,-1.4700996050394468,-0.14801474616246013,-0.6964935148180049,-0.7141489817443574,1
0.8786022740248219,-0.3349004218569832,-0.7829844097925273,0.6692493235145952,2.5945471777710822,1,1,1,2,0,6.026177858550772,1,0,1,3,9,9.81435209939713,0,1.762553779977138,0,0.6156995313387245,0.3179448072691161,0.25631685988278086,good experience,-0.5937070091094625,0.7318241288433296,0.847652911713923,0.2282731162822974,0.4335061261787454,2.23241415105049,0
1.611965198002503,1.2077405520701308,1.0373500762938748,0.7001001288238055,5.057241138418916,1,1,1,2,0,3.8924366781567192,0,1,1,4,10,4.738776384078488,0,0.6644945726661599,9,0.9249942835757872,0.3505723746286108,0.9374113397054618,bad experience,-1.174172784614688,-1.643195676935188,-0.9272802609585593,-1.5735533658424916,-3.0597338593356564,0.032222553073343985,1
-0.7986288015248508,0.34650816994971795,0.9277214503477215,1.3237259403416841,-0.32615918354056644,1,0,0,1,0,1.0390808417635284,1,1,1,5,11,3.8769423073482407,0,1.1569130232212357,0,0.35106231992773407,0.6863394232594117,0.14559717189240698,good experience,1.1542951903508252,-1.8888700192044268,-2.1421662832261403,-1.4366904509215506,-1.9417742786230652,-1.1639865004338596,0
-0.9577733175902153,1.4078815167167205,2.3331005746049507,4.068821673936889,0.422855868861006,1,1,1,2,2,2.405695833894552,0,0,2,0,12,19.6740503340543,0,1.65768443439058,7,0.4557699405032576,0.9855261731250313,0.4805787105496298,bad experience,0.9689915953036065,-1.4496662992811227,-2.02898226015819,-0.14274027992535432,-0.2575683768758821,-0.16619288473505256,13
-0.39191534825758023,-1.0972691748381787,-0.3583075541816326,-0.6137453252960761,-0.10197192310727804,0,1,1,1,0,0.3786601223790759,1,0,2,1,13,12.748576461824419,1,0.6078669798751261,0,0.8230914240083166,0.9633545464891193,0.1574540693783022,good experience,-0.8955160943521953,-0.1621427682877623,3.0910768771921644,2.4862676943191993,2.21390547035645,1.3634750302847212,0
-0.7663499271685643,-0.3494912780187412,0.2926037416378973,0.11495867844860277,-0.28143652173166955,0,0,0,1,1,2.4798437149444794,0,1,2,2,14,8.567342832152773,1,0.7146981849399111,3,0.5884060882752975,0.9906808801726055,0.10445156551604398,bad experience,-0.34802388455776506,1.6328843492016762,2.027638446497912,1.3551754086661376,0.9678340423480843,0.6945534547052018,2
-2.185896751678357,0.21183142449441775,-0.06570465075676121,-0.665595473012963,-2.5134847484351246,0,0,0,0,4,1.3865585945256664,1,1,2,3,15,6.752314784209638,0,0.8390455069991882,4,0.9761897645165994,0.14520681005513955,0.9219179773491736,good experience,1.959165571230135,0.4617032584302656,-0.5270867148686298,1.2980802109324807,0.37955623847489617,-1.1263720464179174,6
-0.24824301721413208,0.6192885252319565,1.0030887148301724,-1.0763713349535027,1.0656936138214295,0,0,0,0,1,1.3158058213688488,0,0,2,4,16,0.2963783707269425,1,1.691830183297794,7,0.7834054725135592,0.5867254332251408,0.3061795638984075,bad experience,0.25173955688814337,0.958011022446888,1.808851690365581,3.1715346385627896,-0.493778617822932,1.401643501419583,3
-1.2872504891078551,-0.5012801442746917,0.5266912647029691,-0.33773354109737774,-2.3057525836125667,0,0,0,0,2,0.9132160932575494,1,0,2,5,17,11.642283741003451,1,1.939105177319826,0,0.6616427317580276,0.5154168713614775,0.5490039390374903,good experience,-0.4390599826511766,0.38618921102555936,-1.8624061520504895,-0.5628750341742254,-0.6742926849552398,-0.964812078451834,1
-1.2621887812887742,0.25554514272174567,2.1449875447908635,1.2927640459617729,-0.07973294075818016,0,0,0,0,1,3.786666285195742,0,1,3,0,18,4.35422152647605,1,1.353464713420097,7,0.19328002729040314,0.9542668653601697,0.9430749722134143,bad experience,0.5755665646014012,-1.8809577589068602,-2.028737266854013,-1.787859831045299,-1.4249795308479416,-0.7681651120055744,4
0.7365532189859244,0.47761832677651367,0.2234867889806187,0.7685675692799566,1.7579552330187942,1,1,1,2,3,1.2857943296319454,1,1,3,1,19,3.281423842330576,0,1.5627817136091116,4,0.4208934175518436,0.22324022519155842,0.9390961524604146,good experience,1.2977742233292817,1.050234365717845,1.1174565847174582,1.664123856040626,-0.967612777900443,-0.817900705809126,1
0.890341000989656,-0.4729876300070503,0.08659064595011608,0.516909059134858,3.0967210600265567,1,1,1,2,2,0.6229969959290863,0,0,3,2,20,12.53077841861433,1,1.3320308960108196,0,0.5814612331812614,0.3920470311795615,0.5256636292369274,bad experience,-0.7018880964000587,-0.2889424813277185,-0.29306326988958664,-0.6857438874882062,-0.11400180639853472,-0.3487433119224064,0
1.861191627385018,0.6509353993732508,1.5037114287730953,1.6864725983565407,5.732712819313169,1,1,1,2,2,1.530893088586555,1,0,3,3,21,8.564758060981763,0,1.9494322765653405,9,0.7196034394115528,0.750153306793847,0.796245340482708,good experience,-1.8520773402920547,1.2722602673826466,0.8822760243621366,0.3939007619364948,0.4792233142295743,-0.4403904877503741,2
-0.3716359994213202,1.1447678041624358,0.732131175261113,0.7652035738394138,0.2623117092158185,1,0,0,1,1,1.8054844955976197,0,1,3,4,22,45.12257078301433,1,1.2142149461305403,10,0.4833823076380149,0.877147461686399,0.1867199876304395,bad experience,-0.14968522691762542,0.7525441620939735,-0.40997936390994716,-0.9204440820161646,-1.9240296406418662,-2.728305499729508,2
1.2672888989890065,1.0744567369290228,1.7365491575105416,1.420573076891126,5.1968681386470745,1,1,1,2,2,1.671331747686548,1,1,3,5,23,14.320457481852914,1,1.8006683899379605,4,0.9237767614150836,0.33484715191903575,0.7634368286934268,good experience,1.2673071466479384,1.1740451316996108,0.42973096900059765,2.1363131429024156,-0.8828807995869873,-0.1448802656394027,3
-3.0458707265239124,1.1461832330302562,1.59560893718968,-1.2878417823939239,-2.715762489569756,0,0,0,0,4,0.7556278033809336,0,0,4,0,24,5.111628934177888,1,1.7361794293969024,1,0.5409437672898949,0.9912116261665206,0.9216718634406739,bad experience,0.09850069461062783,0.6692908568217235,1.757015619593314,-0.005100361040807577,0.5032541559889562,0.0028735258071131975,5
