node,parent,length,phylum
n0,root,0.14456846775405963,Other
n1,n0,0.11218894987123149,Other
n2,n1,0.11092133906680737,Other
n3,n2,0.19740348129368604,Other
n4,n2,0.0883013579953388,Other
n5,n4,0.16915550877638638,Other
n6,n4,0.16182511554913073,Other
n7,n1,0.15393051818412415,Other
n8,n7,0.13555532214007712,Other
n9,n8,0.07647636612350459,Other
n10,n9,0.07038237129896831,Other
n11,n9,0.21256584635507794,Other
n12,n8,0.13436611340113078,Other
n13,n7,0.078722267445647,Other
n14,n13,0.21597091334138685,Other
n15,n13,0.11541137194475716,Other
n16,n0,0.1832869747206266,Other
n17,n16,0.06373241833022673,Other
n18,n17,0.20036943214459024,Other
n19,n18,0.062476948643178494,Other
n20,n19,0.19739504247034428,Other
n21,n19,0.17424111015710778,Other
n22,n18,0.2172393096091362,Other
n23,n22,0.16454462546702053,Other
n24,n23,0.16196846019575123,Other
n25,n23,0.12922807560721206,Other
n26,n22,0.08985953622602522,Other
n27,n26,0.21269452330764552,Other
n28,n26,0.20250928747517405,Other
n29,n17,0.2185988384444992,Other
n30,n29,0.12531249948027176,Other
n31,n30,0.13790260342655847,Other
n32,n31,0.08572448669564883,Other
n33,n31,0.14208658904264093,Other
n34,n30,0.20604413929710635,Other
n35,n34,0.16830346408919808,Other
n36,n34,0.09558781539108033,Other
n37,n29,0.1852396387237333,Other
n38,n37,0.14623229981318245,Other
n39,n37,0.1764724153993458,Other
n40,n16,0.20162572191203398,Other
n41,n40,0.17278958986659293,Other
n42,n41,0.20206965945017485,Other
n43,n42,0.17419748399467125,Other
n44,n42,0.1953272550487498,Other
n45,n41,0.0485438891832529,Other
n46,n45,0.16081552084762668,Other
n47,n45,0.06106429849855616,Other
n48,n40,0.10714682633484615,Other
n49,n48,0.08214458720855047,Other
n50,n48,0.07546814245026065,Other
n51,root,0.08490210387849496,Proteobacteria (N=2474)
n52,n51,0.06459728088864788,Proteobacteria (N=2474)
n53,n52,0.12549805122134924,Proteobacteria (N=2474)
n54,n53,0.18381498528194862,Proteobacteria (N=2474)
n55,n54,0.04126894675313406,Proteobacteria (N=2474)
n56,n55,0.12766937663646438,Proteobacteria (N=2474)
n57,n56,0.052656089753240536,Proteobacteria (N=2474)
n58,n56,0.10438212156671393,Proteobacteria (N=2474)
n59,n55,0.13423105447293496,Proteobacteria (N=2474)
n60,n59,0.11011244848751603,Proteobacteria (N=2474)
n61,n59,0.11570807188155606,Proteobacteria (N=2474)
n62,n61,0.19799866914811814,Proteobacteria (N=2474)
n63,n62,0.14074881865089844,Proteobacteria (N=2474)
n64,n62,0.08392009053274992,Proteobacteria (N=2474)
n65,n61,0.20237721374631712,Proteobacteria (N=2474)
n66,n65,0.14111523211530558,Proteobacteria (N=2474)
n67,n65,0.0995408384418458,Proteobacteria (N=2474)
n68,n54,0.15227463641579617,Proteobacteria (N=2474)
n69,n68,0.20259274805102026,Proteobacteria (N=2474)
n70,n69,0.1706209532503879,Proteobacteria (N=2474)
n71,n70,0.10658101947154264,Proteobacteria (N=2474)
n72,n70,0.11836867615251419,Proteobacteria (N=2474)
n73,n72,0.18414027008278455,Proteobacteria (N=2474)
n74,n73,0.07978914543865363,Proteobacteria (N=2474)
n75,n73,0.1304495935046448,Proteobacteria (N=2474)
n76,n72,0.10392455438819827,Proteobacteria (N=2474)
n77,n69,0.14990990617013403,Proteobacteria (N=2474)
n78,n77,0.16878763631564134,Proteobacteria (N=2474)
n79,n77,0.19598372132002295,Proteobacteria (N=2474)
n80,n68,0.11303510880187406,Proteobacteria (N=2474)
n81,n80,0.0660867935171465,Proteobacteria (N=2474)
n82,n81,0.19225785828400277,Proteobacteria (N=2474)
n83,n81,0.19129173346689834,Proteobacteria (N=2474)
n84,n83,0.17767436277304896,Proteobacteria (N=2474)
n85,n84,0.08813775609709944,Proteobacteria (N=2474)
n86,n84,0.10448426610955155,Proteobacteria (N=2474)
n87,n83,0.0453242523134274,Proteobacteria (N=2474)
n88,n80,0.14153261080207563,Proteobacteria (N=2474)
n89,n88,0.13754961324670875,Proteobacteria (N=2474)
n90,n89,0.11543482714093192,Proteobacteria (N=2474)
n91,n89,0.10348012610695653,Proteobacteria (N=2474)
n92,n88,0.21024788697160648,Proteobacteria (N=2474)
n93,n53,0.10165690718277798,Proteobacteria (N=2474)
n94,n93,0.1679060593592275,Proteobacteria (N=2474)
n95,n94,0.07888156931242321,Proteobacteria (N=2474)
n96,n95,0.08803466228511142,Proteobacteria (N=2474)
n97,n95,0.13376385043657996,Proteobacteria (N=2474)
n98,n97,0.041173592497544535,Proteobacteria (N=2474)
n99,n97,0.1045612787640609,Proteobacteria (N=2474)
n100,n99,0.13708672062705,Proteobacteria (N=2474)
n101,n99,0.21589760219003826,Proteobacteria (N=2474)
n102,n94,0.07039296374472456,Proteobacteria (N=2474)
n103,n102,0.054737451490968335,Proteobacteria (N=2474)
n104,n103,0.05889301060125017,Proteobacteria (N=2474)
n105,n103,0.05139170167778522,Proteobacteria (N=2474)
n106,n105,0.16171951521991734,Proteobacteria (N=2474)
n107,n106,0.06822785329543392,Proteobacteria (N=2474)
n108,n106,0.20439464786929748,Proteobacteria (N=2474)
n109,n105,0.05923781665191907,Proteobacteria (N=2474)
n110,n102,0.05478683764610364,Proteobacteria (N=2474)
n111,n110,0.09789352636682142,Proteobacteria (N=2474)
n112,n111,0.1383104616815958,Proteobacteria (N=2474)
n113,n112,0.060472708600319745,Proteobacteria (N=2474)
n114,n112,0.09419082415498273,Proteobacteria (N=2474)
n115,n111,0.044000880859993236,Proteobacteria (N=2474)
n116,n115,0.178834869806137,Proteobacteria (N=2474)
n117,n115,0.20635924074725234,Proteobacteria (N=2474)
n118,n110,0.16697509605621805,Proteobacteria (N=2474)
n119,n118,0.20658837881477515,Proteobacteria (N=2474)
n120,n118,0.07413513695971741,Proteobacteria (N=2474)
n121,n93,0.06487359147453885,Proteobacteria (N=2474)
n122,n121,0.21083364817951109,Proteobacteria (N=2474)
n123,n122,0.07411371986896585,Proteobacteria (N=2474)
n124,n123,0.05913021724542775,Proteobacteria (N=2474)
n125,n124,0.21379657165983268,Proteobacteria (N=2474)
n126,n124,0.10598819160898602,Proteobacteria (N=2474)
n127,n126,0.2129123864828359,Proteobacteria (N=2474)
n128,n126,0.15213370900498405,Proteobacteria (N=2474)
n129,n128,0.04001799552888544,Proteobacteria (N=2474)
n130,n128,0.1732038914692268,Proteobacteria (N=2474)
n131,n130,0.11014391510969501,Proteobacteria (N=2474)
n132,n130,0.11436908474393324,Proteobacteria (N=2474)
n133,n123,0.06538156362922348,Proteobacteria (N=2474)
n134,n133,0.08804887059380846,Proteobacteria (N=2474)
n135,n133,0.13303923297641926,Proteobacteria (N=2474)
n136,n135,0.12445855232553593,Proteobacteria (N=2474)
n137,n135,0.16502636150920255,Proteobacteria (N=2474)
n138,n122,0.10711180316136529,Proteobacteria (N=2474)
n139,n138,0.18016922743897676,Proteobacteria (N=2474)
n140,n138,0.21319047806045732,Proteobacteria (N=2474)
n141,n140,0.1829147314244409,Proteobacteria (N=2474)
n142,n141,0.19789267364193322,Proteobacteria (N=2474)
n143,n141,0.09106057325191111,Proteobacteria (N=2474)
n144,n140,0.1906464566102042,Proteobacteria (N=2474)
n145,n144,0.20313823878752701,Proteobacteria (N=2474)
n146,n144,0.042603514128465726,Proteobacteria (N=2474)
n147,n121,0.12910786786510955,Proteobacteria (N=2474)
n148,n147,0.13776725855187,Proteobacteria (N=2474)
n149,n148,0.09241942795335406,Proteobacteria (N=2474)
n150,n149,0.12026167762833481,Proteobacteria (N=2474)
n151,n149,0.1128903844846153,Proteobacteria (N=2474)
n152,n148,0.08460943466112593,Proteobacteria (N=2474)
n153,n152,0.059613017766671966,Proteobacteria (N=2474)
n154,n152,0.14965668774753177,Proteobacteria (N=2474)
n155,n147,0.12726699364338204,Proteobacteria (N=2474)
n156,n155,0.1307013312625641,Proteobacteria (N=2474)
n157,n156,0.20853503970799073,Proteobacteria (N=2474)
n158,n157,0.07066386061753438,Proteobacteria (N=2474)
n159,n157,0.18616993009066754,Proteobacteria (N=2474)
n160,n156,0.10835544538542265,Proteobacteria (N=2474)
n161,n155,0.13825570930832978,Proteobacteria (N=2474)
n162,n161,0.1267108250501857,Proteobacteria (N=2474)
n163,n162,0.1053841760507057,Proteobacteria (N=2474)
n164,n163,0.1874491254442418,Proteobacteria (N=2474)
n165,n163,0.12386614961788876,Proteobacteria (N=2474)
n166,n162,0.07859017119981951,Proteobacteria (N=2474)
n167,n161,0.15239266871107965,Proteobacteria (N=2474)
n168,n167,0.13961278418308945,Proteobacteria (N=2474)
n169,n167,0.16149749435958427,Proteobacteria (N=2474)
n170,n52,0.15838372256293984,Proteobacteria (N=2474)
n171,n170,0.14196497431933225,Proteobacteria (N=2474)
n172,n171,0.08659781611246924,Proteobacteria (N=2474)
n173,n172,0.20429127083550125,Proteobacteria (N=2474)
n174,n173,0.0524237275836729,Proteobacteria (N=2474)
n175,n174,0.18969132945763678,Proteobacteria (N=2474)
n176,n175,0.18958089274314127,Proteobacteria (N=2474)
n177,n175,0.20976727575446413,Proteobacteria (N=2474)
n178,n174,0.0781723694793558,Proteobacteria (N=2474)
